ugrhi,macro_land_use,measurement_points,ph,do,bod,tc,tn,tp,ts,turb,temp,wqi,classification
6,industrial,TAIA02800,7.0,7.46,4,8,1.68,0.03,100,3,24.7,86,excelent
6,industrial,TAIA02800,6.1,1.89,7,90000,2.12,0.49,176,12,24.0,34,bad
6,industrial,TAIA02800,6.6,0.94,10,63333,1.79,0.32,194,16,23.8,31,bad
6,industrial,TAIA02800,6.0,1.38,7,106667,1.72,0.13,166,6,22.6,34,bad
6,industrial,TAIA02800,6.5,1.71,7,120000,2.38,0.16,114,4,23.4,37,medium
6,industrial,TAIA02800,6.6,2.1,5,75000,1.46,0.12,106,17,22.8,40,medium
6,industrial,BGCU03850,7.0,5.2,8,310000,4.35,0.46,468,260,23.1,31,bad
6,industrial,BGCU03850,7.2,5.2,9,383333,4.24,0.625,398,212,21.3,31,bad
6,industrial,BGCU03850,7.1,2.77,18,833333,9.84,0.73,276,39,23.6,28,bad
6,industrial,BGCU03850,7.3,0.21,78,10333333,18.6,1.6,578,121,25.8,12,very_bad
6,industrial,BGCU03850,7.8,0.37,60,14333333,27.3,1.8,524,36,27.0,14,very_bad
6,industrial,BGCU03850,7.5,0.36,39,4833333,18.6,1.08,408,9,21.8,16,very_bad
6,industrial,BGCU03850,7.1,7.25,8,266667,9.43,0.51,182,30,23.9,41,medium
6,industrial,BGCU03850,7.3,0.53,46,6166667,17.3,1.88,350,37,24.3,15,very_bad
6,industrial,BGCU03850,7.1,0.51,42,5666667,18.8,1.43,328,61,25.4,15,very_bad
6,industrial,BGCU03850,7.1,0.3,70,580000,7.91,0.54,224,24,22.7,18,very_bad
6,industrial,BGCU03850,7.3,0.07,59,4166667,19.91,0.084,452,77,24.2,16,very_bad
6,industrial,BGCU03850,7.0,1.61,55,316667,11.24,1.15,394,94,24.2,17,very_bad
6,industrial,BGCU03850,7.9,0.07,48,7500000,15.03,1.19,634,42,24.3,14,very_bad
6,industrial,BGCU03850,7.5,0.21,76,9500000,25.2,1.69,648,39,25.5,14,very_bad
6,industrial,BGCU03850,7.4,5.21,13,483333,2.82,0.8,632,596,20.7,28,bad
6,industrial,BGCU03850,7.4,0.49,70,6166667,18.9,1.33,550,72,21.8,14,very_bad
6,industrial,BGCU03850,7.4,2.1,16,6333333,12.28,0.9,266,40,26.1,26,bad
6,industrial,BGCU03850,7.2,3.78,10,1000000,7.72,0.47,286,115,23.9,29,bad
6,industrial,BGCU03850,7.2,0.4,25,700000,18.1,1.36,536,62,20.1,16,very_bad
6,industrial,BGCU03850,7.7,1.8,54,1283333,20.52,0.95,764,113,19.5,15,very_bad
6,industrial,BGCU03850,7.3,0.91,118,1083333,28.4,2.15,772,227,21.0,12,very_bad
6,industrial,BGCU03850,7.3,1.38,168,7833333,35.3,2.29,748,183,21.1,13,very_bad
6,industrial,BGCU03850,7.5,0.21,121,11333333,39.7,2.6,456,51,21.1,12,very_bad
6,industrial,BGCU03850,7.7,0.43,344,7000000,49.3,3.39,796,266,19.5,10,very_bad
6,industrial,BGCU03850,7.4,0.34,88,5000000,27.1,2.24,644,66,19.4,13,very_bad
6,industrial,BGCU03850,7.3,0.86,103,6166667,28.2,3.09,596,155,22.9,12,very_bad
6,industrial,BGCU03850,7.3,0.21,54,6000000,19.09,1.81,302,40,22.9,14,very_bad
6,industrial,BGCU03850,7.3,0.21,146,1300000,30.41,2.57,608,123,20.5,11,very_bad
6,industrial,BGCU03850,7.4,0.21,40,2166667,17.01,0.829,540,36,19.4,15,very_bad
6,industrial,BGCU03850,8.0,4.22,101,316667,14.27,0.94,634,22,14.0,22,bad
6,industrial,BGCU03850,7.9,0.07,87,10500000,29.7,1.98,504,156,18.9,11,very_bad
6,industrial,BGCU03850,7.5,2.18,120,6500000,43.2,2.92,734,119,18.3,13,very_bad
6,industrial,BGCU03850,7.6,0.81,120,5833333,44.3,2.33,536,119,17.3,11,very_bad
6,industrial,BGCU03850,7.4,0.84,107,4333333,28.0,3.24,404,71,18.0,14,very_bad
6,industrial,BGCU03850,7.1,4.02,55,3500000,41.2,4.98,562,57,19.1,17,very_bad
6,industrial,BGCU03850,7.2,0.45,77,3000000,28.0,2.77,332,62,19.8,14,very_bad
6,industrial,BGCU03850,7.4,0.21,83,1400000,20.56,0.882,618,98,17.0,14,very_bad
6,industrial,BGCU03850,7.6,0.21,119,4333333,39.91,1.36,734,240,20.2,11,very_bad
6,industrial,BGCU03850,8.0,0.23,120,2500000,39.3,2.4,1124,71,21.8,12,very_bad
6,industrial,BGCU03850,7.8,0.21,47,11666667,21.0,1.87,680,183,19.8,11,very_bad
6,industrial,BGCU03850,8.1,0.53,115,7000000,52.3,4.1,1138,253,20.4,10,very_bad
6,industrial,BGCU03850,7.7,0.7,78,7666667,32.1,2.65,392,39,19.9,14,very_bad
6,industrial,BGCU03850,7.3,0.35,107,6500000,40.3,3.45,656,87,22.9,12,very_bad
6,industrial,BGCU03850,7.0,0.67,117,6833333,29.8,3.59,460,43,21.8,14,very_bad
6,industrial,BGCU03850,7.2,1.61,24,3166667,14.3,1.32,400,144,19.8,17,very_bad
6,industrial,BGCU03850,7.3,0.6,27,6300000,15.23,0.232,414,48,25.1,20,bad
6,industrial,BGCU03850,8.1,0.24,103,4500000,32.91,2.32,718,84,24.8,12,very_bad
6,industrial,BGCU03850,7.3,1.34,28,1500000,12.7,1.08,318,39,22.6,20,bad
6,industrial,BGCU03850,7.6,0.21,89,11666667,35.2,2.41,700,133,23.3,11,very_bad
6,industrial,BGCU03850,7.6,0.21,36,7333333,17.8,1.22,956,76,26.4,14,very_bad
6,industrial,BGCU03850,7.4,0.32,39,8000000,23.3,2.34,474,118,21.5,11,very_bad
6,industrial,BGCU03850,7.0,0.75,49,4833333,23.2,1.65,476,37,22.8,15,very_bad
6,industrial,BGCU03850,7.7,8.58,50,4166667,25.7,2.44,290,49,29.1,23,bad
6,industrial,BGCU03850,7.3,1.6,17,1666667,12.09,1.07,244,31,23.5,24,bad
6,industrial,SJBA04950,7.3,0.43,58,3000000,17.21,0.88,430,61,23.7,15,very_bad
6,industrial,SJBA04950,6.9,1.15,70,3500000,9.43,0.87,342,58,23.7,18,very_bad
6,industrial,SJBA04950,7.2,0.21,36,5166667,11.7,0.94,382,38,24.3,16,very_bad
6,industrial,SJBA04950,7.0,3.18,15,766667,6.46,0.39,220,18,23.3,33,bad
6,industrial,SJBA04950,7.4,4.73,11,333333,4.18,0.32,298,245,23.6,32,bad
6,industrial,SJBA04950,7.3,2.41,24,450000,7.95,0.42,242,23,21.5,27,bad
6,industrial,SJBA04950,7.2,0.21,29,3500000,16.6,1.65,254,45,24.9,16,very_bad
6,industrial,SJBA04950,7.2,5.29,27,3500000,12.91,1.11,366,36,23.9,28,bad
6,industrial,SJBA04950,7.1,0.41,53,4333333,10.7,0.99,302,24,24.6,17,very_bad
6,industrial,SJBA04950,7.0,0.98,36,2166667,11.0,0.85,306,23,22.3,19,very_bad
6,industrial,SJBA04950,7.3,0.96,11,1066667,8.31,0.48,126,29,22.8,27,bad
6,industrial,SJBA04950,6.9,0.4,69,2833333,11.7,5.78,290,41,25.2,15,very_bad
6,industrial,SJBA04950,7.2,0.29,11,2333333,10.3,0.58,338,28,23.7,23,bad
6,industrial,SJBA04950,7.0,3.49,10,833333,7.56,0.54,196,21,23.2,34,bad
6,industrial,SJBA04950,7.3,1.4,23,1133333,10.11,0.552,494,67,18.4,21,bad
6,industrial,SJBA04950,7.1,0.77,41,153333,12.7,1.38,316,7,19.8,17,very_bad
6,industrial,SJBA04950,7.0,0.21,200,3500000,17.8,1.65,728,59,20.5,14,very_bad
6,industrial,SJBA04950,7.2,0.21,88,3833333,18.3,1.34,362,20,20.4,15,very_bad
6,industrial,SJBA04950,7.1,0.67,82,2333333,13.92,1.93,342,51,19.8,16,very_bad
6,industrial,SJBA04950,7.3,1.61,20,916667,9.05,0.88,254,31,20.1,24,bad
6,industrial,SJBA04950,7.2,0.5,82,1233333,14.6,1.71,292,30,21.5,16,very_bad
6,industrial,SJBA04950,7.1,1.43,25,850000,11.4,0.81,212,30,19.0,22,bad
6,industrial,SJBA04950,7.4,5.2,19,900000,8.8,0.358,322,83,15.1,31,bad
6,industrial,SJBA04950,7.2,0.92,44,1166667,11.8,0.89,336,32,17.5,18,very_bad
6,industrial,SJBA04950,7.0,0.74,125,2833333,21.3,1.9,506,58,17.7,14,very_bad
6,industrial,SJBA04950,7.4,0.21,112,4500000,28.7,4.17,652,47,20.0,12,very_bad
6,industrial,SJBA04950,7.0,3.68,60,1566667,15.1,1.33,308,37,17.6,21,bad
6,industrial,SJBA04950,6.7,1.33,66,716667,9.18,0.72,226,18,16.8,20,bad
6,industrial,SJBA04950,7.5,1.16,54,900000,19.6,1.74,288,29,14.8,17,very_bad
6,industrial,SJBA04950,7.4,2.26,145,533333,10.65,1.54,338,177,15.6,16,very_bad
6,industrial,SJBA04950,7.2,0.7,132,650000,10.33,0.615,256,28,17.6,18,very_bad
6,industrial,SJBA04950,7.5,2.59,74,950000,10.68,2.67,2110,174,17.7,15,very_bad
6,industrial,SJBA04950,7.3,0.21,110,3333333,24.1,2.27,560,43,20.6,13,very_bad
6,industrial,SJBA04950,7.3,0.21,44,3500000,13.1,0.96,354,30,22.8,16,very_bad
6,industrial,SJBA04950,6.9,0.32,151,3666667,14.7,1.43,416,40,19.7,15,very_bad
6,industrial,SJBA04950,7.2,0.7,79,1700000,18.44,1.43,358,34,20.3,16,very_bad
6,industrial,SJBA04950,7.1,0.21,87,3500000,23.1,1.28,436,16,22.1,15,very_bad
6,industrial,SJBA04950,7.1,3.09,39,533333,8.89,1.71,242,39,17.0,21,bad
6,industrial,SJBA04950,7.0,0.93,22,4166667,11.77,0.874,282,23,22.7,22,bad
6,industrial,SJBA04950,7.2,2.51,20,983333,8.81,0.13,258,36,18.7,29,bad
6,industrial,SJBA04950,6.8,0.99,41,683333,8.02,0.65,316,152,21.9,16,very_bad
6,industrial,SJBA04950,7.0,4.61,14,750000,5.64,0.47,270,249,22.0,29,bad
6,industrial,SJBA04950,7.1,0.96,91,4833333,10.6,2.36,944,202,20.9,13,very_bad
6,industrial,SJBA04950,7.3,4.49,9,683333,5.09,0.32,246,142,21.7,32,bad
6,industrial,SJBA04950,7.0,0.84,21,2666667,15.75,1.01,206,21,19.9,21,bad
6,industrial,SJBA04950,7.1,1.96,55,4000000,20.6,2.18,338,30,22.8,18,very_bad
6,industrial,IPIR04900,7.3,1.1,40,14333333,14.73,2.89,282,38,24.2,16,very_bad
6,industrial,IPIR04900,7.4,1.83,26,4166667,16.46,1.55,290,11,24.1,22,bad
6,industrial,IPIR04900,7.5,4.19,11,766667,9.89,0.65,242,7,25.9,36,bad
6,industrial,IPIR04900,7.6,3.41,29,4500000,11.9,1.26,274,10,27.2,26,bad
6,industrial,IPIR04900,7.6,2.34,20,566667,12.4,0.96,350,1,22.9,26,bad
6,industrial,IPIR04900,7.8,6.88,6,238333,10.32,0.2,184,11,23.5,46,medium
6,industrial,IPIR04900,7.7,6.13,9,650000,10.16,0.29,184,5,25.6,43,medium
6,industrial,IPIR04900,7.6,6.78,7,366667,12.91,0.42,212,10,26.7,42,medium
6,industrial,IPIR04900,7.5,1.86,50,9666667,15.97,2.24,280,18,25.2,19,very_bad
6,industrial,IPIR04900,7.5,4.78,12,200000,10.92,0.71,184,13,26.9,37,medium
6,industrial,IPIR04900,7.6,5.35,15,466667,10.54,0.98,202,6,26.0,35,bad
6,industrial,IPIR04900,7.6,6.54,8,583333,13.69,0.42,182,13,25.0,42,medium
6,industrial,IPIR04900,7.6,4.53,12,383333,10.79,0.76,202,3,26.1,36,bad
6,industrial,IPIR04900,7.5,6.94,7,155000,10.4,0.65,178,6,24.5,42,medium
6,industrial,IPIR04900,8.0,0.4,40,4333333,26.82,2.07,382,119,22.3,12,very_bad
6,industrial,IPIR04900,7.1,0.74,119,8166667,20.2,2.71,482,88,24.2,14,very_bad
6,industrial,IPIR04900,7.4,1.79,42,2833333,18.2,1.69,326,38,23.3,18,very_bad
6,industrial,IPIR04900,7.5,1.87,23,2833333,15.21,0.01,246,10,21.4,29,bad
6,industrial,IPIR04900,7.3,7.52,52,2500000,8.52,1.42,356,91,19.3,24,bad
6,industrial,IPIR04900,7.4,3.11,20,733333,11.9,1.17,252,26,20.9,26,bad
6,industrial,IPIR04900,7.6,3.48,31,3500000,13.5,1.49,216,20,24.1,23,bad
6,industrial,IPIR04900,7.6,6.64,8,283333,10.44,0.64,202,7,24.5,41,medium
6,industrial,IPIR04900,7.8,0.6,60,9666667,24.43,1.78,300,23,22.6,16,very_bad
6,industrial,IPIR04900,7.5,3.52,23,1666667,13.58,1.06,188,10,16.6,27,bad
6,industrial,IPIR04900,7.5,3.58,55,3500000,14.54,1.35,218,81,19.9,21,bad
6,industrial,IPIR04900,7.5,3.45,19,916667,14.8,1.28,224,7,20.8,27,bad
6,industrial,IPIR04900,7.4,2.76,19,466667,13.34,1.11,100,16,19.7,27,bad
6,industrial,IPIR04900,7.4,3.17,29,1833333,14.5,1.59,296,28,21.4,23,bad
6,industrial,IPIR04900,7.5,2.72,32,4333333,18.4,1.52,314,17,19.1,20,bad
6,industrial,IPIR04900,7.4,3.2,11,183333,12.4,0.84,214,9,18.1,31,bad
6,industrial,IPIR04900,7.5,1.2,49,11166667,20.31,3.29,448,64,24.1,15,very_bad
6,industrial,IPIR04900,6.1,0.5,104,3666667,18.9,2.42,2810,13,21.8,14,very_bad
6,industrial,IPIR04900,7.1,3.87,22,3333333,12.64,0.74,204,13,20.2,29,bad
6,industrial,IPIR04900,7.4,1.78,28,3833333,16.2,1.77,216,16,21.2,21,bad
6,industrial,IPIR04900,7.4,3.62,14,183333,11.97,0.81,244,7,20.5,32,bad
6,industrial,IPIR04900,6.7,1.3,43,4000000,20.6,2.02,230,49,22.3,17,very_bad
6,industrial,IPIR04900,7.6,3.73,15,2166667,12.06,1.04,186,6,24.4,31,bad
6,industrial,IPIR04900,7.5,5.55,13,1500000,10.1,0.45,220,12,19.7,38,medium
6,industrial,IPIR04900,7.4,0.22,99,12000000,25.81,2.46,336,70,27.4,13,very_bad
6,industrial,IPIR04900,7.5,5.75,13,500000,13.92,0.94,222,9,23.9,36,bad
6,industrial,IPIR04900,7.6,2.58,33,3833333,15.4,1.68,234,22,23.1,21,bad
6,industrial,IPIR04900,7.9,6.03,9,450000,12.06,0.67,204,8,29.4,40,medium
6,industrial,IPIR04900,7.4,2.89,15,316667,12.1,0.88,236,8,23.6,30,bad
6,industrial,IPIR04900,7.6,4.58,10,733333,13.9,1.06,222,5,21.0,34,bad
6,industrial,IPIR04900,7.1,5.01,13,1000000,11.63,0.98,208,7,22.5,35,bad
6,industrial,IPIR04900,7.5,11.11,20,1016667,16.93,1.14,242,10,27.0,29,bad
6,industrial,PEOV03900,7.2,5.51,13,100000,3.9,0.58,548,276,22.5,31,bad
6,industrial,PEOV03900,6.7,3.16,28,131667,10.21,0.21,756,160,25.6,24,bad
6,industrial,PEOV03900,7.2,1.67,47,1450000,15.4,0.55,696,55,26.4,19,very_bad
6,industrial,PEOV03900,7.1,3.99,5,136667,8.19,0.03,228,20,23.8,42,medium
6,industrial,PEOV03900,8.7,2.46,8,1050000,21.3,0.32,600,62,25.4,27,bad
6,industrial,PEOV03900,7.4,4.61,10,138333,12.39,0.27,470,39,21.7,35,bad
6,industrial,PEOV03900,7.2,3.56,11,500000,9.64,0.2,222,30,23.4,36,bad
6,industrial,PEOV03900,7.4,1.9,62,250000,17.59,0.104,574,157,24.6,18,very_bad
6,industrial,PEOV03900,7.4,2.19,33,416667,15.36,0.65,506,46,27.5,20,bad
6,industrial,PEOV03900,7.3,5.34,14,666667,6.6,0.33,450,134,23.9,30,bad
6,industrial,PEOV03900,7.4,2.79,8,866667,7.83,0.28,268,28,25.7,34,bad
6,industrial,PEOV03900,7.0,2.34,28,983333,16.9,0.23,1944,51,23.4,24,bad
6,industrial,PEOV03900,8.3,4.2,4,500000,18.84,0.27,780,36,23.4,35,bad
6,industrial,PEOV03900,6.5,4.41,10,2,12.35,0.14,616,29,24.6,47,medium
6,industrial,PEOV03900,9.0,2.4,26,400000,38.71,0.718,13356,46,20.9,19,very_bad
6,industrial,PEOV03900,7.2,4.01,62,125000,17.9,1.17,666,276,18.7,19,very_bad
6,industrial,PEOV03900,7.9,1.85,96,950000,16.2,0.81,460,88,22.1,18,very_bad
6,industrial,PEOV03900,8.2,2.11,135,683333,22.6,0.92,1094,31,21.0,19,very_bad
6,industrial,PEOV03900,8.5,1.84,53,1150000,24.1,0.75,406,257,21.4,16,very_bad
6,industrial,PEOV03900,8.5,3.63,22,733333,21.3,0.59,1364,201,20.3,21,bad
6,industrial,PEOV03900,8.7,3.84,50,750000,28.16,1.2,1206,251,18.6,16,very_bad
6,industrial,PEOV03900,8.9,3.21,28,466667,38.12,0.74,1574,90,22.5,19,very_bad
6,industrial,PEOV03900,7.3,5.3,16,466667,11.16,0.449,250,22,17.3,35,bad
6,industrial,PEOV03900,6.7,2.86,25,18333,8.95,0.35,364,47,17.9,30,bad
6,industrial,PEOV03900,8.8,2.74,30,1100000,33.82,1.16,754,234,19.0,16,very_bad
6,industrial,PEOV03900,8.2,0.21,110,2500000,30.3,1.37,668,117,18.4,11,very_bad
6,industrial,PEOV03900,8.5,4.53,22,91667,27.45,0.27,1146,72,15.7,27,bad
6,industrial,PEOV03900,9.4,4.06,119,21667,58.65,1.66,3648,164,15.5,15,very_bad
6,industrial,PEOV03900,8.5,3.96,92,2000000,40.6,1.83,1420,150,19.6,15,very_bad
6,industrial,PEOV03900,8.0,4.55,20,400000,19.1,0.48,278,44,16.8,29,bad
6,industrial,PEOV03900,8.2,3.9,55,483333,31.88,1.08,544,163,16.6,17,very_bad
6,industrial,PEOV03900,8.0,2.62,59,266667,21.22,2.02,438,49,20.0,18,very_bad
6,industrial,PEOV03900,8.6,4.02,134,6333333,47.2,2.05,1236,261,22.7,15,very_bad
6,industrial,PEOV03900,7.5,0.24,25,4000000,17.5,0.85,478,35,23.7,17,very_bad
6,industrial,PEOV03900,8.8,3.41,6,900000,30.36,0.99,902,238,23.8,22,bad
6,industrial,PEOV03900,8.6,2.36,72,433333,72.98,1.47,1246,149,26.0,12,very_bad
6,industrial,PEOV03900,9.1,2.53,56,366667,57.0,1.43,4068,27,21.6,15,very_bad
6,industrial,PEOV03900,9.1,3.9,23,683333,44.9,0.77,860,104,18.1,18,very_bad
6,industrial,PEOV03900,6.7,3.58,28,766667,10.94,0.381,380,29,24.0,28,bad
6,industrial,PEOV03900,7.9,1.86,108,1250000,27.4,1.25,1150,50,24.3,17,very_bad
6,industrial,PEOV03900,7.2,4.13,10,300000,9.77,0.22,316,28,23.6,37,medium
6,industrial,PEOV03900,6.8,4.7,25,466667,10.42,0.21,788,29,22.6,31,bad
6,industrial,PEOV03900,8.7,2.52,36,700000,22.99,0.69,1004,137,23.6,16,very_bad
6,industrial,PEOV03900,7.9,2.98,17,666667,14.45,0.49,674,43,21.2,27,bad
6,industrial,PEOV03900,7.8,0.76,26,666667,17.48,0.74,320,97,21.8,18,very_bad
6,industrial,PEOV03900,9.0,2.9,37,266667,61.7,1.14,658,264,23.3,13,very_bad
6,industrial,JGUA03950,7.0,4.31,15,1216667,4.45,0.61,248,85,22.6,32,bad
6,industrial,JGUA03950,6.8,0.25,33,7166667,12.8,1.32,220,39,24.9,15,very_bad
6,industrial,JGUA03950,6.8,0.43,103,11333333,33.1,3.44,352,40,26.9,13,very_bad
6,industrial,JGUA03950,6.7,1.68,11,1166667,10.83,0.06,220,21,23.9,32,bad
6,industrial,JGUA03950,7.0,1.34,18,2666667,13.51,0.81,218,31,26.4,24,bad
6,industrial,JGUA03950,7.0,0.57,55,3666667,16.2,1.12,374,32,22.6,16,very_bad
6,industrial,JGUA03950,7.0,2.64,9,1666667,12.87,0.54,344,44,25.3,30,bad
6,industrial,JGUA03950,7.0,0.4,80,3000000,20.41,0.136,342,80,25.4,17,very_bad
6,industrial,JGUA03950,6.9,0.21,85,5666667,21.81,2.26,364,49,26.6,14,very_bad
6,industrial,JGUA03950,6.7,1.59,25,2166667,7.1,0.78,286,93,24.0,22,bad
6,industrial,JGUA03950,7.0,0.21,43,4000000,12.4,1.18,262,27,24.5,16,very_bad
6,industrial,JGUA03950,5.7,1.34,17,2833333,12.03,0.66,168,65,25.6,22,bad
6,industrial,JGUA03950,7.0,1.71,16,3500000,13.24,0.8,224,18,23.0,26,bad
6,industrial,JGUA03950,7.1,1.06,10,3666667,12.98,0.78,526,60,23.4,23,bad
6,industrial,JGUA03950,6.6,1.9,16,2000000,11.89,0.63,594,40,24.4,25,bad
6,industrial,JGUA03950,7.1,0.21,86,4500000,30.31,2.67,378,46,20.2,13,very_bad
6,industrial,JGUA03950,6.8,2.21,80,4333333,26.1,2.69,302,42,17.9,17,very_bad
6,industrial,JGUA03950,7.1,0.35,124,7166667,32.2,3.48,356,60,23.1,13,very_bad
6,industrial,JGUA03950,7.1,0.21,108,13000000,33.4,3.6,332,24,20.9,13,very_bad
6,industrial,JGUA03950,7.0,0.31,151,4666667,35.2,3.48,314,72,21.9,13,very_bad
6,industrial,JGUA03950,6.9,0.54,54,4833333,23.2,2.51,250,29,20.2,15,very_bad
6,industrial,JGUA03950,7.2,0.26,115,2333333,34.1,3.56,364,68,18.9,12,very_bad
6,industrial,JGUA03950,7.1,0.21,7,68333,7.17,0.47,242,10,23.2,27,bad
6,industrial,JGUA03950,7.2,1.9,30,3166667,16.87,1.17,270,35,17.6,21,bad
6,industrial,JGUA03950,6.7,0.93,31,1266667,15.2,1.33,208,40,18.3,17,very_bad
6,industrial,JGUA03950,7.1,0.21,142,3666667,41.8,4.18,422,95,19.1,11,very_bad
6,industrial,JGUA03950,7.1,0.21,129,3833333,42.3,4.92,380,58,18.5,12,very_bad
6,industrial,JGUA03950,7.1,2.78,113,2166667,28.0,3.62,352,100,16.1,16,very_bad
6,industrial,JGUA03950,7.0,0.7,28,616667,13.5,1.0,494,24,15.8,18,very_bad
6,industrial,JGUA03950,7.2,0.4,185,9166667,45.8,4.69,2220,191,20.6,10,very_bad
6,industrial,JGUA03950,6.8,2.16,30,9833333,18.93,1.08,942,38,16.2,20,bad
6,industrial,JGUA03950,7.3,0.6,106,3833333,30.71,2.11,308,87,16.7,14,very_bad
6,industrial,JGUA03950,7.0,0.66,50,3000000,22.1,0.8,280,33,18.8,17,very_bad
6,industrial,JGUA03950,6.8,0.4,214,10500000,55.9,6.02,480,77,27.9,11,very_bad
6,industrial,JGUA03950,7.2,0.4,61,6833333,25.9,2.88,320,49,22.8,14,very_bad
6,industrial,JGUA03950,7.1,0.59,133,8500000,37.4,4.02,388,86,23.4,13,very_bad
6,industrial,JGUA03950,7.0,0.61,183,12666667,42.2,5.19,450,118,23.7,11,very_bad
6,industrial,JGUA03950,7.4,0.27,144,5666667,48.5,4.06,700,31,23.1,12,very_bad
6,industrial,JGUA03950,7.3,0.5,57,5833333,26.2,2.17,1190,80,17.9,13,very_bad
6,industrial,JGUA03950,6.6,0.87,65,5833333,24.61,2.59,334,32,25.3,15,very_bad
6,industrial,JGUA03950,7.0,0.56,91,5000000,34.8,3.86,452,39,24.2,13,very_bad
6,industrial,JGUA03950,7.0,2.2,30,3833333,11.8,0.96,264,62,23.3,22,bad
6,industrial,JGUA03950,6.5,1.45,31,6666667,10.63,1.0,790,67,22.9,17,very_bad
6,industrial,JGUA03950,6.9,1.09,49,6333333,17.69,1.37,294,55,23.0,17,very_bad
6,industrial,JGUA03950,7.0,0.39,43,4833333,18.28,1.62,274,30,21.4,15,very_bad
6,industrial,JGUA03950,7.0,1.1,37,4000000,24.0,1.87,268,30,23.0,17,very_bad
6,industrial,JGUA03950,7.2,0.21,85,8500000,37.8,3.51,332,45,23.4,13,very_bad
6,industrial,VEME04250,8.5,6.83,5,4500,2.06,0.12,226,22,27.6,59,good
6,industrial,VEME04250,7.6,5.73,4,48333,2.52,0.08,192,25,25.1,52,good
6,industrial,VEME04250,6.8,7.18,11,200000,4.41,0.17,154,14,23.7,45,medium
6,industrial,VEME04250,7.3,7.35,4,140000,3.62,0.16,154,53,22.1,47,medium
6,industrial,VEME04250,8.0,7.01,3,4000,3.2,0.06,208,7,25.3,65,good
6,industrial,VEME04250,7.9,7.63,5,1000,4.95,0.14,208,11,25.0,66,good
6,industrial,VEME04250,7.3,6.86,7,8333,2.41,0.09,212,15,26.2,58,good
6,industrial,VEME04250,7.6,6.94,3,6500,2.56,0.07,186,4,22.6,63,good
6,industrial,VEME04250,7.6,7.38,5,3333,5.41,0.08,138,14,23.6,64,good
6,industrial,VEME04250,7.8,7.3,9,2033,4.6,0.11,196,12,23.9,62,good
6,industrial,VEME04250,7.2,7.09,5,15000,2.98,0.09,166,11,22.6,58,good
6,industrial,VEME04250,7.2,7.76,9,36667,5.04,0.15,206,9,23.6,52,good
6,industrial,VEME04250,8.0,7.13,4,1500,2.86,0.07,226,13,20.1,65,good
6,industrial,VEME04250,7.9,6.76,10,10500,2.78,0.12,234,3,23.1,55,good
6,industrial,VEME04250,7.9,7.13,4,3833,7.66,0.089,172,13,21.4,62,good
6,industrial,VEME04250,7.7,7.17,3,15500,5.07,0.06,198,11,21.4,59,good
6,industrial,VEME04250,7.7,7.95,8,30000,4.4,0.18,206,19,19.1,52,good
6,industrial,VEME04250,7.5,7.35,3,10833,3.8,0.11,192,8,20.7,60,good
6,industrial,VEME04250,7.6,7.29,5,867,2.81,0.09,220,9,18.7,67,good
6,industrial,VEME04250,7.6,5.3,8,6000,2.98,0.16,232,3,19.3,55,good
6,industrial,VEME04250,7.4,7.46,8,2900,4.26,0.2,218,18,19.0,59,good
6,industrial,VEME04250,7.7,8.05,3,1967,3.59,0.07,196,9,19.6,68,good
6,industrial,VEME04250,7.8,7.02,6,2567,5.69,0.22,210,7,19.8,59,good
6,industrial,VEME04250,7.9,7.62,15,1500,3.23,0.14,204,11,22.0,58,good
6,industrial,VEME04250,8.2,6.11,12,125000,2.98,0.23,218,39,25.8,43,medium
6,industrial,VEME04250,7.6,5.43,5,1800,4.61,0.09,222,3,22.9,63,good
6,industrial,VEME04250,7.3,5.33,4,6333,3.99,0.09,198,10,18.2,58,good
6,industrial,VEME04250,7.3,7.14,8,71667,4.49,0.19,222,11,16.3,49,medium
6,industrial,VEME04250,7.5,7.7,3,5167,3.01,0.1,230,4,17.9,63,good
6,industrial,VEME04250,7.8,6.66,8,33333,2.58,0.17,194,26,24.6,51,medium
6,industrial,VEME04250,7.8,6.88,7,7000,3.73,0.17,206,5,22.3,57,good
6,industrial,VEME04250,7.8,6.66,5,7833,3.74,0.08,210,13,22.7,60,good
6,industrial,VEME04250,7.6,6.61,5,50000,3.07,0.11,202,20,21.6,52,good
6,industrial,VEME04250,7.6,7.74,3,6167,3.47,0.14,206,11,19.6,61,good
6,industrial,VEME04250,7.6,6.83,3,63333,3.08,0.14,248,8,20.5,53,good
6,industrial,JUNI03950,6.5,1.04,7,933333,4.91,0.36,186,47,23.9,28,bad
6,industrial,JUNI03950,6.5,0.71,8,533333,4.05,0.05,192,19,23.5,30,bad
6,industrial,JUNI03950,6.4,1.53,7,450000,3.43,0.35,192,23,23.9,31,bad
6,industrial,JUNI03950,6.7,1.02,11,666667,5.32,0.55,140,15,22.1,27,bad
6,industrial,JUNI03950,6.5,1.34,5,233333,5.92,0.3,150,18,24.2,31,bad
6,industrial,JUNI03950,6.5,1.07,3,178333,3.14,0.18,166,10,23.0,33,bad
6,industrial,JUNI03950,7.0,1.51,7,583333,3.47,0.31,138,32,23.0,31,bad
6,industrial,JUNI03950,6.8,1.25,13,1200000,6.43,0.68,142,19,21.0,27,bad
