ugrhi,macro_land_use,measurement_points,ph,do,bod,tc,tn,tp,ts,turb,temp,wqi,classification
5,industrial,IRIS02900,6.8,5.6,2,230,1.77,0.285,219,20,24.5,62,good
5,industrial,IRIS02900,6.7,6.2,2,330,1.21,0.2,224,14,23.0,67,good
5,industrial,IRIS02900,6.6,6.0,2,490,1.0,0.1,236,27,23.5,67,good
5,industrial,IRIS02900,6.5,6.4,2,4900,1.16,0.3,187,36,23.0,56,good
5,industrial,IRIS02900,6.7,6.1,2,330,4.01,0.3,172,35,23.0,63,good
5,industrial,IRIS02900,6.5,4.2,2,4400,0.67,0.6,224,200,24.0,41,medium
5,industrial,IRIS02900,6.9,5.5,2,367,1.01,0.4,104,40,25.0,63,good
5,industrial,IRIS02900,6.7,6.0,2,3200,1.91,0.2,165,98,25.0,55,good
5,industrial,IRIS02900,7.0,5.7,2,400,1.91,0.008,100,24,23.0,71,good
5,industrial,IRIS02900,6.8,5.6,5,850,1.51,0.054,109,55,26.0,63,good
5,industrial,IRIS02900,7.1,5.8,2,300,4.71,0.2,121,14,26.0,69,good
5,industrial,IRIS02900,7.1,5.5,2,177,4.01,0.2,117,11,24.2,70,good
5,industrial,IRIS02900,6.8,6.8,3,633,1.41,0.1,104,54,24.4,66,good
5,industrial,IRIS02900,6.8,6.8,3,633,1.41,0.1,104,54,24.4,66,good
5,industrial,IRIS02900,7.4,6.45,4,667,3.63,0.2,110,11,22.5,66,good
5,industrial,IRIS02900,7.3,6.6,4,467,3.52,0.3,106,18,22.9,65,good
5,industrial,IRIS02900,7.4,7.3,1,1700,0.86,0.087,122,30,24.0,67,good
5,industrial,IRIS02900,7.2,6.3,1,2,1.05,0.15,80,6,35.0,87,excelent
5,industrial,IRIS02900,6.9,5.9,1,500,1.75,0.055,108,19,22.0,72,good
5,industrial,IRIS02900,7.1,6.8,3,300,1.86,0.166,188,16,23.0,67,good
5,industrial,IRIS02900,7.2,6.4,1,790,2.4,0.149,182,13,22.0,67,good
5,industrial,IRIS02900,6.8,5.9,2,110,1.21,0.5,222,21,23.5,62,good
5,industrial,IRIS02900,6.7,6.0,2,490,1.13,0.7,102,46,22.0,59,good
5,industrial,IRIS02900,6.5,7.2,2,46,1.31,0.2,130,75,26.0,70,good
5,industrial,IRIS02900,6.9,6.6,2,3500,3.36,0.2,185,30,22.0,59,good
5,industrial,IRIS02900,6.9,0.1,11,300,0.71,1.0,810,481,23.5,27,bad
5,industrial,IRIS02900,6.7,7.2,2,440,1.21,0.2,91,30,22.0,68,good
5,industrial,IRIS02900,6.7,8.0,3,1200,1.52,0.2,158,88,22.0,59,good
5,industrial,IRIS02900,7.0,6.5,2,287,1.22,0.068,100,20,21.0,73,good
5,industrial,IRIS02900,6.7,6.6,2,2000,1.41,0.114,107,39,19.0,63,good
5,industrial,IRIS02900,7.1,7.7,2,187,3.41,0.1,113,9,19.0,75,good
5,industrial,IRIS02900,7.1,6.7,2,400,3.01,0.2,110,10,21.0,70,good
5,industrial,IRIS02900,7.1,5.5,2,347,1.51,0.07,100,21,21.3,70,good
5,industrial,IRIS02900,7.1,5.5,2,347,1.51,0.07,100,21,21.3,70,good
5,industrial,IRIS02900,7.7,6.52,2,2000,1.82,0.3,140,65,22.7,59,good
5,industrial,IRIS02900,6.7,6.51,2,513,2.03,0.1,133,13,22.8,71,good
5,industrial,IRIS02900,7.2,7.8,1,1400,0.52,0.13,60,17,19.0,69,good
5,industrial,IRIS02900,7.3,8.2,1,1700,0.79,0.062,122,16,16.0,69,good
5,industrial,IRIS02900,7.0,7.1,1,500,0.32,0.03,146,8,17.0,74,good
5,industrial,IRIS02900,7.2,7.2,2,500,0.56,0.242,178,13,19.0,67,good
5,industrial,IRIS02900,7.6,6.3,8,90,1.46,0.26,186,8,21.0,68,good
5,industrial,IRIS02900,7.1,7.7,2,490,2.37,0.02,170,16,15.0,69,good
5,industrial,IRIS02900,6.7,7.1,2,230,1.22,0.005,217,15,15.5,71,good
5,industrial,IRIS02900,6.9,7.8,2,330,1.6,0.7,73,8,18.0,65,good
5,industrial,IRIS02900,6.4,8.4,2,7,2.21,0.02,158,3,18.0,85,excelent
5,industrial,IRIS02900,6.1,7.8,2,460,3.91,0.2,175,15,17.0,63,good
5,industrial,IRIS02900,7.2,8.6,2,196,1.6,0.3,112,24,15.0,62,good
5,industrial,IRIS02900,6.8,8.0,2,55,2.52,0.3,94,16,17.0,72,good
5,industrial,IRIS02900,6.6,7.8,2,218,1.21,0.07,98,17,15.0,73,good
5,industrial,IRIS02900,6.7,6.8,2,267,1.89,0.068,134,20,18.0,72,good
5,industrial,IRIS02900,6.7,7.7,2,1233,3.52,0.1,131,38,19.0,65,good
5,industrial,IRIS02900,7.0,7.5,2,233,6.61,0.2,124,8,16.7,70,good
5,industrial,IRIS02900,7.2,6.8,2,500,6.8,0.2,145,8,16.0,66,good
5,industrial,IRIS02900,7.1,8.3,2,227,2.61,0.1,104,33,23.3,73,good
5,industrial,IRIS02900,7.1,8.3,2,227,2.61,0.1,104,33,23.3,73,good
5,industrial,IRIS02900,7.0,6.9,2,850,4.54,0.2,116,11,18.3,66,good
5,industrial,IRIS02900,6.7,6.85,3,133333,2.68,0.3,159,80,19.3,45,medium
5,industrial,IRIS02900,7.2,8.3,1,260,0.63,0.195,76,15,27.0,74,good
5,industrial,IRIS02900,7.2,8.2,1,220,0.87,0.117,100,16,16.0,75,good
5,industrial,IRIS02900,6.8,6.6,15,7,1.27,0.075,134,25,14.0,68,good
5,industrial,IRIS02900,7.1,6.2,2,130,0.66,0.067,141,10,21.0,75,good
5,industrial,IRIS02900,7.2,6.9,1,230,1.52,0.193,203,11,18.0,71,good
5,industrial,IRIS02900,7.7,7.8,1,9,1.74,0.281,188,7,16.0,76,good
5,industrial,IRIS02900,7.3,7.9,1,12,3.13,0.494,194,7,15.5,75,good
5,industrial,IRIS02900,6.8,7.8,2,14,2.44,0.2,217,23,18.0,69,good
5,industrial,IRIS02900,6.9,7.3,2,7,2.51,0.2,93,21,20.0,74,good
5,industrial,IRIS02900,7.9,6.6,2,11,2.12,0.2,153,13,18.0,76,good
5,industrial,IRIS02900,8.1,6.3,2,78,2.54,0.3,174,26,18.0,68,good
5,industrial,IRIS02900,6.8,7.1,2,366,1.08,0.6,118,24,19.0,57,good
5,industrial,IRIS02900,7.0,7.7,2,420,3.59,2.0,99,14,18.0,57,good
5,industrial,IRIS02900,7.1,7.8,2,92,2.82,0.156,88,12,17.0,75,good
5,industrial,IRIS02900,6.9,7.2,2,123,3.42,0.157,100,17,19.0,73,good
5,industrial,IRIS02900,7.0,7.8,2,133,9.1,0.2,100,15,16.0,70,good
5,industrial,IRIS02900,6.9,7.7,2,317,6.64,0.4,134,7,17.9,66,good
5,industrial,IRIS02900,7.1,8.0,2,400,6.94,0.2,134,6,16.6,69,good
5,industrial,IRIS02900,7.2,7.8,2,407,3.51,0.06,100,11,17.1,73,good
5,industrial,IRIS02900,7.2,7.8,2,407,3.51,0.06,100,11,17.1,73,good
5,industrial,IRIS02900,6.7,7.8,2,110,6.7,0.1,118,7,17.0,74,good
5,industrial,IRIS02900,7.3,8.3,2,230,5.73,0.2,100,9,17.5,71,good
5,industrial,IRIS02900,7.1,7.5,1,500,0.84,0.212,80,15,20.0,70,good
5,industrial,IRIS02900,6.9,6.7,1,2,1.51,0.091,159,14,21.0,86,excelent
5,industrial,IRIS02900,7.2,7.3,1,220,0.87,0.067,125,12,19.0,76,good
5,industrial,IRIS02900,7.5,6.1,1,130,1.72,0.081,185,12,21.0,74,good
5,industrial,IRIS02900,7.2,6.9,1,220,2.37,0.091,171,8,25.0,75,good
5,industrial,IRIS02900,7.0,7.1,2,3500,2.19,0.451,293,39,22.0,56,good
5,industrial,IRIS02900,7.1,5.9,2,94,2.06,0.2,286,16,22.0,68,good
5,industrial,IRIS02900,6.8,6.0,2,40,1.31,0.2,95,18,25.0,72,good
5,industrial,IRIS02900,7.1,7.0,2,9,2.41,0.1,177,9,23.0,81,excelent
5,industrial,IRIS02900,6.4,6.7,2,330,2.11,0.3,120,31,23.0,65,good
5,industrial,IRIS02900,6.8,6.5,2,460,1.31,0.3,90,38,22.0,64,good
5,industrial,IRIS02900,7.0,8.7,2,61,2.51,0.2,118,15,21.0,75,good
5,industrial,IRIS02900,6.8,5.8,4,400,4.2,0.232,124,21,24.0,63,good
5,industrial,IRIS02900,7.0,7.5,2,145,2.57,0.074,100,7,19.0,77,good
5,industrial,IRIS02900,7.0,7.2,2,177,2.22,0.103,100,14,19.0,74,good
5,industrial,IRIS02900,6.6,2.5,3,447,3.61,0.7,108,6,23.2,49,medium
5,industrial,IRIS02900,6.9,5.2,2,617,2.74,0.1,126,28,22.2,65,good
5,industrial,IRIS02900,7.0,6.9,2,167,3.09,0.1,100,12,19.6,74,good
5,industrial,IRIS02900,7.0,6.9,2,167,3.09,0.1,100,12,19.6,74,good
5,industrial,IRIS02900,7.4,7.07,2,300,2.51,0.2,108,10,20.9,71,good
5,industrial,IRIS02900,7.1,6.8,4,383,6.1,0.2,114,8,20.8,67,good
5,industrial,IRIS02900,7.5,7.3,1,300,0.72,0.068,154,13,22.0,75,good
5,industrial,IRIS02900,7.4,5.7,1,140,1.17,0.06,143,14,22.0,74,good
5,industrial,IRIS02900,7.0,6.0,1,2,1.17,0.065,90,15,24.0,87,excelent
5,industrial,IRIS02900,7.5,5.4,1,700,0.43,0.096,208,11,24.0,69,good
5,industrial,IRIS02900,7.1,5.7,1,1300,1.96,0.289,220,20,24.0,59,good
5,industrial,IRIS02900,6.7,5.0,2,9200,1.64,0.921,199,21,23.0,45,medium
5,industrial,IRIS02900,7.2,6.4,2,490,2.11,3.0,222,14,22.0,52,good
5,industrial,IRIS02900,7.1,6.6,2,490,1.06,0.1,244,21,21.5,65,good
5,industrial,IRIS02900,6.3,3.9,2,16000,0.92,0.3,164,118,21.0,38,medium
5,industrial,IRIS02900,6.9,6.7,2,14,2.81,0.2,217,8,24.0,77,good
5,industrial,IRIS02900,6.5,6.6,2,300,2.81,0.1,53,16,22.0,68,good
5,industrial,IRIS02900,6.7,4.1,2,3800,0.71,2.0,177,168,23.0,36,bad
5,industrial,IRIS02900,6.8,6.2,5,4900,2.56,0.4,378,276,24.0,43,medium
5,industrial,IRIS02900,6.7,6.0,2,244,2.62,0.048,109,14,23.0,72,good
5,industrial,IRIS02900,7.1,6.8,2,210,3.51,0.13,119,18,26.0,73,good
5,industrial,IRIS02900,7.1,6.8,2,417,3.51,0.2,115,15,25.0,69,good
5,industrial,IRIS02900,7.2,6.0,2,367,2.61,0.09,104,12,23.4,72,good
5,industrial,IRIS02900,7.2,6.0,2,393,8.41,0.1,100,9,24.6,71,good
5,industrial,IRIS02900,7.2,6.0,2,393,8.41,0.1,100,9,24.6,71,good
5,industrial,IRIS02900,7.1,6.84,2,420,1.61,0.3,124,16,23.0,68,good
5,industrial,IRIS02900,7.0,6.74,4,6833,4.1,0.5,150,123,22.0,44,medium
5,industrial,IRIS02600,6.6,5.5,4,38000,0.88,0.9,300,294,23.0,36,bad
5,industrial,IRIS02600,6.8,6.7,2,833,1.12,0.5,114,45,25.0,61,good
5,industrial,IRIS02600,6.8,6.1,3,5800,3.1,0.4,157,88,24.0,50,medium
5,industrial,IRIS02600,6.9,5.0,3,1367,4.3,0.02,112,26,23.5,63,good
5,industrial,IRIS02600,6.9,5.5,7,4833,2.9,0.122,142,57,25.0,55,good
5,industrial,IRIS02600,7.2,1.3,16,650,10.4,0.8,167,31,25.0,34,bad
5,industrial,IRIS02600,7.1,3.8,18,14667,8.6,0.8,305,50,23.9,34,bad
5,industrial,IRIS02600,6.8,7.5,5,21667,1.88,0.09,124,45,23.7,55,good
5,industrial,IRIS02600,6.8,7.5,5,21667,1.88,0.09,124,45,23.7,55,good
5,industrial,IRIS02600,7.3,5.55,5,883,4.3,0.6,122,11,22.6,58,good
5,industrial,IRIS02600,7.2,5.81,20,5833,8.2,1.0,212,41,22.7,40,medium
5,industrial,IRIS02600,6.7,6.8,2,1200,1.69,0.5,114,17,22.5,60,good
5,industrial,IRIS02600,6.7,7.2,2,880,2.5,0.4,98,22,22.0,63,good
5,industrial,IRIS02600,6.6,6.8,7,3800,3.1,0.3,146,51,21.0,53,good
5,industrial,IRIS02600,6.9,6.7,2,1250,2.87,0.19,103,15,20.0,66,good
5,industrial,IRIS02600,6.7,6.7,3,4667,1.76,0.188,119,36,19.0,59,good
5,industrial,IRIS02600,7.1,5.5,9,1200,7.3,0.5,168,22,18.9,52,good
5,industrial,IRIS02600,7.1,5.8,4,11500,5.3,0.3,149,12,20.7,53,good
5,industrial,IRIS02600,7.1,5.4,4,4833,3.1,0.2,100,19,21.0,57,good
5,industrial,IRIS02600,7.1,5.4,4,4833,3.1,0.2,100,19,21.0,57,good
5,industrial,IRIS02600,7.8,6.7,12,41667,4.1,0.7,168,78,22.5,40,medium
5,industrial,IRIS02600,6.8,6.53,3,2267,5.02,0.69,276,80,22.0,51,medium
5,industrial,IRIS02600,7.0,5.4,9,688,2.21,1.0,130,16,15.0,53,good
5,industrial,IRIS02600,6.7,7.2,4,1300,4.2,1.0,110,17,17.0,54,good
5,industrial,IRIS02600,6.6,4.2,7,600,2.29,0.3,117,26,17.0,52,good
5,industrial,IRIS02600,6.7,6.9,5,433,2.17,0.108,160,15,17.0,67,good
5,industrial,IRIS02600,6.7,5.4,15,116667,5.1,1.0,512,352,18.5,27,bad
5,industrial,IRIS02600,7.2,4.8,12,533,15.2,1.0,200,9,15.9,45,medium
5,industrial,IRIS02600,7.1,3.9,10,10000,13.2,0.9,188,16,15.6,38,medium
5,industrial,IRIS02600,7.0,7.5,4,1667,5.2,0.4,100,16,16.5,60,good
5,industrial,IRIS02600,7.0,7.5,4,1667,5.2,0.4,100,16,16.5,60,good
5,industrial,IRIS02600,6.9,5.7,4,417,9.15,0.5,178,5,17.7,59,good
5,industrial,IRIS02600,6.8,7.19,2,13333,4.03,0.9,249,160,18.6,41,medium
5,industrial,IRIS02600,6.7,5.5,3,533,2.09,0.6,116,24,19.0,52,good
5,industrial,IRIS02600,6.9,6.3,6,960,6.3,0.2,129,8,17.0,60,good
5,industrial,IRIS02600,6.7,5.8,6,283,5.4,0.406,112,14,17.0,59,good
5,industrial,IRIS02600,6.7,5.7,10,500,5.3,0.406,100,8,18.0,57,good
5,industrial,IRIS02600,6.9,5.6,8,333,10.8,0.6,112,16,16.0,54,good
5,industrial,IRIS02600,6.9,4.0,5,8000,13.3,1.0,174,9,18.3,41,medium
5,industrial,IRIS02600,7.1,5.5,9,5000,8.2,0.5,152,11,15.7,48,medium
5,industrial,IRIS02600,7.1,6.1,4,733,5.2,0.1,140,7,17.1,66,good
5,industrial,IRIS02600,7.1,6.1,4,733,5.2,0.1,140,7,17.1,66,good
5,industrial,IRIS02600,7.0,6.0,4,1067,13.4,0.6,146,6,17.0,55,good
5,industrial,IRIS02600,6.7,6.9,7,533,9.4,0.5,194,6,17.0,58,good
5,industrial,IRIS02600,6.8,6.5,2,2100,2.9,0.8,130,42,23.0,55,good
5,industrial,IRIS02600,6.8,5.2,13,1000,6.4,0.7,140,23,20.0,48,medium
5,industrial,IRIS02600,6.8,4.1,10,813,6.5,0.522,112,30,22.0,48,medium
5,industrial,IRIS02600,6.9,6.6,3,400,4.28,0.208,206,4,20.0,68,good
5,industrial,IRIS02600,7.0,6.6,4,1667,5.2,0.6,100,15,19.0,58,good
5,industrial,IRIS02600,6.8,4.7,18,16333,25.1,2.0,260,32,23.0,32,bad
5,industrial,IRIS02600,6.9,6.2,2,3667,4.2,0.3,140,19,21.7,59,good
5,industrial,IRIS02600,7.0,6.3,3,867,5.2,0.4,124,16,18.6,61,good
5,industrial,IRIS02600,7.0,6.3,3,867,5.2,0.4,124,16,18.6,61,good
5,industrial,IRIS02600,7.3,4.71,6,883,6.2,0.5,172,30,20.8,53,good
5,industrial,IRIS02600,7.2,5.5,5,8167,11.5,0.7,190,13,20.6,48,medium
5,industrial,IRIS02600,6.6,5.1,2,9700,0.82,3.0,207,163,22.0,35,bad
5,industrial,IRIS02600,6.8,3.9,12,68000,4.2,2.0,186,73,23.5,31,bad
5,industrial,IRIS02600,6.8,5.4,8,1100,4.4,0.138,144,45,23.0,57,good
5,industrial,IRIS02600,7.2,4.4,8,360,6.5,0.448,142,10,25.0,56,good
5,industrial,IRIS02600,7.1,4.6,7,767,7.4,0.6,144,20,25.0,53,good
5,industrial,IRIS02600,7.1,4.3,10,4333,12.07,0.7,220,23,24.0,44,medium
5,industrial,IRIS02600,7.2,4.4,3,5667,5.4,0.2,164,24,23.0,53,good
5,industrial,IRIS02600,7.3,5.5,4,4333,11.08,0.4,136,9,23.8,55,good
5,industrial,IRIS02600,7.3,5.5,4,4333,11.08,0.4,136,9,23.8,55,good
5,industrial,IRIS02600,7.1,6.18,4,1333,4.2,0.4,124,15,21.9,60,good
5,industrial,IRIS02600,7.2,5.82,10,56667,6.2,0.5,140,84,21.9,40,medium
6,industrial,TIPI04900,7.0,0.0,12,170000,12.82,1.65,214,25,22.0,19,very_bad
6,industrial,TIPI04900,6.9,1.1,7,23000,10.31,0.7,205,43,31.0,30,bad
6,industrial,TIPI04900,6.8,0.8,5,170000,3.15,0.07,233,78,23.0,29,bad
6,industrial,TIPI04900,7.0,0.0,24,2800000,13.99,1.38,244,30,30.0,17,very_bad
6,industrial,TIPI04900,6.9,0.0,24,5000000,7.31,0.8,356,17,27.0,19,very_bad
6,industrial,TIPI04900,7.0,0.0,24,2300000,5.77,0.33,226,33,22.0,22,bad
6,industrial,TIPI04900,7.0,0.0,11,500000,9.53,0.5,237,104,26.0,18,very_bad
6,industrial,TIPI04900,7.0,0.0,12,620000,13.6,1.05,190,8,27.0,24,bad
6,industrial,TIPI04900,7.1,0.0,15,450000,10.32,0.96,260,19,25.0,23,bad
6,industrial,TIPI04900,7.1,0.1,20,35000,13.8,2.93,292,25,26.3,17,very_bad
6,industrial,TIPI04900,6.9,0.4,12,540000,11.92,0.59,386,120,24.0,21,bad
6,industrial,TIPI04900,7.2,0.1,18,570000,22.71,1.27,294,21,27.1,18,very_bad
6,industrial,TIPI04900,7.1,1.7,9,290000,7.7,0.15,210,24,25.1,31,bad
6,industrial,TIPI04900,7.1,0.07,26,1600000,13.31,1.36,272,22,25.1,17,very_bad
6,industrial,TIPI04900,7.0,1.8,7,240000,4.93,0.22,186,40,25.3,32,bad
6,industrial,TIPI04900,6.9,0.4,34,820000,10.8,1.41,626,395,24.3,13,very_bad
6,industrial,TIPI04900,7.2,1.58,19,1100000,8.13,0.67,242,56,24.5,25,bad
6,industrial,TIPI04900,6.8,0.54,26,2000000,13.2,1.44,278,48,26.2,18,very_bad
6,industrial,TIPI04900,7.2,0.21,42,366667,23.9,1.91,362,23,27.6,14,very_bad
6,industrial,TIPI04900,7.1,0.69,12,566667,9.81,0.47,208,13,24.7,26,bad
6,industrial,TIPI04900,7.1,0.62,25,2166667,14.1,1.1,242,91,26.5,18,very_bad
6,industrial,TIPI04900,7.1,1.08,15,566667,9.17,0.63,186,31,22.3,25,bad
6,industrial,TIPI04900,6.9,0.21,21,2500000,14.9,1.7,324,84,27.5,16,very_bad
6,industrial,TIPI04900,7.1,1.0,16,1100000,5.33,0.255,228,57,24.0,26,bad
6,industrial,TIPI04900,6.7,0.0,14,2400000,6.06,0.62,207,20,26.0,22,bad
6,industrial,TIPI04900,7.0,0.0,9,500000,4.03,0.18,207,5,23.0,26,bad
6,industrial,TIPI04900,7.0,0.0,19,1100000,8.2,0.6,243,21,26.0,20,bad
6,industrial,TIPI04900,6.9,0.0,13,5000000,6.31,0.4,180,25,27.0,22,bad
6,industrial,TIPI04900,6.7,0.0,13,1300000,8.52,0.43,238,47,26.0,21,bad
6,industrial,TIPI04900,6.9,0.04,5,170000,4.98,0.24,220,23,24.0,27,bad
6,industrial,TIPI04900,6.9,0.0,31,800000,13.53,1.43,298,39,26.0,15,very_bad
6,industrial,TIPI04900,7.1,0.1,13,530000,7.45,0.65,208,13,27.0,24,bad
6,industrial,TIPI04900,7.2,0.0,20,46000,10.18,0.79,268,5,24.0,23,bad
6,industrial,TIPI04900,7.0,0.7,11,42000,6.37,0.5,574,55,24.8,28,bad
6,industrial,TIPI04900,7.0,0.0,12,60000,8.98,0.64,254,29,23.9,25,bad
6,industrial,TIPI04900,7.2,0.0,24,360000,13.91,1.29,270,10,26.4,18,very_bad
6,industrial,TIPI04900,7.3,0.5,10,420000,15.41,0.71,264,3,24.0,28,bad
6,industrial,TIPI04900,7.1,0.2,28,420000,17.61,1.24,290,32,24.5,18,very_bad
6,industrial,TIPI04900,7.1,0.5,13,4100000,8.02,0.68,296,105,24.5,21,bad
6,industrial,TIPI04900,7.1,0.6,22,550000,21.21,0.7,228,3,26.2,21,bad
6,industrial,TIPI04900,7.1,0.21,49,866667,17.31,0.084,394,188,26.2,15,very_bad
6,industrial,TIPI04900,7.1,1.42,39,750000,20.41,1.72,398,61,27.1,17,very_bad
6,industrial,TIPI04900,7.1,0.31,26,1483333,12.3,1.33,230,21,27.7,18,very_bad
6,industrial,TIPI04900,7.1,1.17,27,800000,18.7,1.47,306,16,24.4,20,bad
6,industrial,TIPI04900,7.1,0.21,12,850000,7.3,0.47,208,45,23.5,23,bad
6,industrial,TIPI04900,6.9,0.44,22,900000,17.6,1.78,308,24,26.2,18,very_bad
6,industrial,TIPI04900,7.2,0.21,18,1183333,13.8,1.27,244,30,26.4,19,very_bad
6,industrial,TIPI04900,7.1,1.05,14,766667,9.3,0.85,336,223,25.3,20,bad
6,industrial,TIPI04900,7.0,0.0,21,300000,16.1,2.05,264,30,23.0,17,very_bad
6,industrial,TIPI04900,7.0,0.0,46,230000,6.95,0.604,249,8,21.0,17,very_bad
6,industrial,TIPI04900,6.9,0.0,31,1300000,9.87,0.86,248,15,21.0,16,very_bad
6,industrial,TIPI04900,7.2,0.0,29,300000,11.22,1.05,280,10,24.0,17,very_bad
6,industrial,TIPI04900,7.0,0.0,25,700000,13.63,1.6,251,22,21.0,17,very_bad
6,industrial,TIPI04900,7.1,0.1,34,1700000,23.26,0.8,544,31,21.0,15,very_bad
6,industrial,TIPI04900,7.0,0.0,26,800000,14.01,1.82,342,17,20.0,17,very_bad
6,industrial,TIPI04900,7.1,0.0,37,1300000,21.58,2.36,270,20,25.0,14,very_bad
6,industrial,TIPI04900,7.0,0.1,27,1700000,21.0,2.15,295,10,24.0,17,very_bad
6,industrial,TIPI04900,7.2,0.0,49,2300000,2.38,2.89,333,29,21.0,15,very_bad
6,industrial,TIPI04900,7.2,0.1,43,160000,17.07,1.91,386,22,20.1,14,very_bad
6,industrial,TIPI04900,6.8,0.1,26,320000,13.53,1.16,284,20,18.8,17,very_bad
6,industrial,TIPI04900,7.2,0.0,30,580000,18.0,1.57,302,8,23.0,17,very_bad
6,industrial,TIPI04900,7.3,0.07,47,1000000,16.2,1.3,352,51,21.0,15,very_bad
6,industrial,TIPI04900,7.0,1.0,45,430000,27.11,2.31,296,19,20.9,17,very_bad
6,industrial,TIPI04900,7.2,0.21,46,840000,22.71,2.29,1954,28,22.3,15,very_bad
6,industrial,TIPI04900,7.1,0.2,43,490000,16.11,1.5,308,19,20.4,15,very_bad
6,industrial,TIPI04900,7.1,0.21,26,740000,13.8,1.18,260,29,19.7,17,very_bad
6,industrial,TIPI04900,7.2,0.3,28,1666667,21.61,1.75,304,19,20.9,17,very_bad
6,industrial,TIPI04900,7.0,0.4,50,1233333,26.3,2.45,382,43,21.8,14,very_bad
6,industrial,TIPI04900,7.2,0.07,57,2000000,21.2,1.69,324,29,21.0,14,very_bad
6,industrial,TIPI04900,7.2,0.21,80,4166667,33.1,2.55,556,61,22.3,12,very_bad
6,industrial,TIPI04900,7.1,0.36,29,1033333,23.3,2.3,340,27,23.1,16,very_bad
6,industrial,TIPI04900,7.3,0.54,24,1066667,21.64,1.62,340,21,21.8,18,very_bad
6,industrial,TIPI04900,7.2,3.11,14,1066667,17.31,1.27,244,26,21.5,27,bad
6,industrial,TIPI04900,6.9,0.0,34,1300000,18.04,3.25,304,25,17.0,13,very_bad
6,industrial,TIPI04900,6.8,0.0,39,800000,23.81,0.411,284,30,17.0,16,very_bad
6,industrial,TIPI04900,7.1,0.0,38,1300000,12.05,1.5,318,22,17.0,15,very_bad
6,industrial,TIPI04900,7.1,0.0,52,1100000,49.05,1.75,298,10,20.0,13,very_bad
6,industrial,TIPI04900,7.6,0.0,25,2200000,18.02,2.0,352,23,19.0,16,very_bad
6,industrial,TIPI04900,7.2,0.0,80,1700000,18.91,1.66,302,27,21.0,14,very_bad
6,industrial,TIPI04900,7.0,0.0,35,500000,21.4,2.49,312,17,21.0,14,very_bad
6,industrial,TIPI04900,7.1,0.1,28,2400000,19.03,1.56,264,20,18.0,17,very_bad
6,industrial,TIPI04900,7.3,0.0,40,230000,24.77,2.28,331,13,21.5,15,very_bad
6,industrial,TIPI04900,7.5,0.0,41,100000,23.2,2.19,329,8,20.9,16,very_bad
6,industrial,TIPI04900,7.2,0.2,30,1900000,18.0,1.71,248,40,18.1,17,very_bad
6,industrial,TIPI04900,7.4,0.0,26,210000,24.93,1.81,294,15,17.5,17,very_bad
6,industrial,TIPI04900,7.0,0.3,41,230000,11.62,2.81,634,193,18.0,12,very_bad
6,industrial,TIPI04900,7.2,0.6,37,690000,27.91,2.7,342,34,20.0,16,very_bad
6,industrial,TIPI04900,7.2,0.21,18,900000,22.51,0.91,344,19,18.9,20,bad
6,industrial,TIPI04900,7.1,0.3,42,1000000,20.0,2.42,282,19,19.9,15,very_bad
6,industrial,TIPI04900,7.2,0.21,35,550000,25.11,2.36,282,26,20.7,14,very_bad
6,industrial,TIPI04900,7.2,5.0,8,483333,6.8,0.184,184,23,16.8,40,medium
6,industrial,TIPI04900,7.2,0.75,44,833333,20.2,1.87,340,23,20.1,16,very_bad
6,industrial,TIPI04900,7.2,0.21,64,1566667,28.3,2.5,392,27,20.1,14,very_bad
6,industrial,TIPI04900,7.3,0.21,48,2166667,34.2,4.9,446,18,20.1,13,very_bad
6,industrial,TIPI04900,7.1,1.01,48,2833333,34.0,2.52,358,29,20.1,15,very_bad
6,industrial,TIPI04900,7.1,0.67,33,1050000,24.8,2.22,332,28,19.4,15,very_bad
6,industrial,TIPI04900,7.5,1.23,40,1133333,31.26,2.97,456,24,18.5,15,very_bad
6,industrial,TIPI04900,7.0,2.0,14,733333,14.4,0.9,290,43,18.3,25,bad
6,industrial,TIPI04900,7.0,0.0,99,800000,44.02,4.6,496,17,20.0,12,very_bad
6,industrial,TIPI04900,6.9,0.0,64,700000,27.6,2.0,318,25,20.0,14,very_bad
6,industrial,TIPI04900,6.9,0.0,38,5000000,63.6,1.4,278,26,21.0,12,very_bad
6,industrial,TIPI04900,6.6,0.0,40,1700000,5.67,1.38,262,30,22.0,15,very_bad
6,industrial,TIPI04900,6.9,0.0,39,3000000,31.29,1.95,336,40,22.0,13,very_bad
6,industrial,TIPI04900,7.0,0.0,29,13000,24.11,2.17,308,36,22.0,17,very_bad
6,industrial,TIPI04900,7.1,0.0,28,230000,16.11,1.89,364,6,18.0,26,bad
6,industrial,TIPI04900,7.0,0.0,41,1300000,20.69,2.64,332,17,23.0,14,very_bad
6,industrial,TIPI04900,7.2,0.1,24,100000,16.31,1.69,332,29,24.0,19,very_bad
6,industrial,TIPI04900,7.0,0.0,45,140000,22.52,2.94,322,25,19.5,13,very_bad
6,industrial,TIPI04900,7.1,0.07,59,70000,25.2,4.24,340,3,24.2,16,very_bad
6,industrial,TIPI04900,7.2,0.4,22,1400000,11.1,1.62,306,59,19.3,19,very_bad
6,industrial,TIPI04900,7.1,0.0,37,440000,20.8,2.34,338,8,23.6,15,very_bad
